time	H2	O2	H2O	OH	H	HO2	O	N2
303	0.210804	0.317617	0.00121665	0.0287257	0.544711	0.0011834	0.312251	0.01
304	0.21023	0.317118	0.0012248	0.0288522	0.545708	0.00118881	0.313102	0.01
305	0.209658	0.31662	0.00123295	0.0289787	0.546701	0.00119421	0.313953	0.01
306	0.209088	0.316122	0.00124112	0.0291051	0.547691	0.00119961	0.314802	0.01
307	0.208519	0.315625	0.0012493	0.0292315	0.548677	0.00120501	0.31565	0.01
308	0.207953	0.315129	0.00125749	0.0293579	0.549659	0.00121041	0.316497	0.01
309	0.207388	0.314633	0.00126569	0.0294842	0.550637	0.0012158	0.317343	0.01
310	0.206826	0.314137	0.00127391	0.0296105	0.551612	0.0012212	0.318188	0.01
311	0.206265	0.313642	0.00128213	0.0297367	0.552583	0.00122659	0.319031	0.01
312	0.205706	0.313148	0.00129037	0.0298628	0.55355	0.00123199	0.319874	0.01
313	0.205149	0.312655	0.00129861	0.0299889	0.554514	0.00123738	0.320715	0.01
314	0.204593	0.312162	0.00130687	0.030115	0.555474	0.00124277	0.321555	0.01
315	0.20404	0.311669	0.00131513	0.030241	0.55643	0.00124816	0.322394	0.01
316	0.203488	0.311177	0.00132341	0.030367	0.557383	0.00125355	0.323232	0.01
317	0.202938	0.310686	0.00133169	0.0304929	0.558332	0.00125893	0.324069	0.01
318	0.20239	0.310195	0.00133999	0.0306187	0.559278	0.00126432	0.324904	0.01
319	0.201844	0.309705	0.00134829	0.0307445	0.56022	0.0012697	0.325739	0.01
320	0.2013	0.309216	0.0013566	0.0308702	0.561158	0.00127508	0.326572	0.01
321	0.200757	0.308727	0.00136492	0.0309959	0.562093	0.00128046	0.327404	0.01
322	0.200217	0.308239	0.00137325	0.0311215	0.563025	0.00128584	0.328235	0.01
323	0.199678	0.307751	0.00138159	0.031247	0.563952	0.00129121	0.329065	0.01
324	0.19914	0.307264	0.00138994	0.0313725	0.564877	0.00129659	0.329894	0.01
325	0.198605	0.306777	0.0013983	0.0314979	0.565797	0.00130196	0.330721	0.01
326	0.198071	0.306291	0.00140666	0.0316232	0.566715	0.00130733	0.331548	0.01
327	0.19754	0.305806	0.00141503	0.0317485	0.567628	0.0013127	0.332373	0.01
328	0.19701	0.305322	0.00142341	0.0318737	0.568539	0.00131806	0.333197	0.01
329	0.196481	0.304837	0.0014318	0.0319989	0.569446	0.00132342	0.33402	0.01
330	0.195955	0.304354	0.0014402	0.032124	0.570349	0.00132878	0.334842	0.01
331	0.19543	0.303871	0.0014486	0.032249	0.571249	0.00133414	0.335663	0.01
332	0.194907	0.303389	0.00145701	0.0323739	0.572145	0.0013395	0.336483	0.01
333	0.194386	0.302907	0.00146542	0.0324988	0.573038	0.00134485	0.337301	0.01
334	0.193866	0.302426	0.00147385	0.0326235	0.573928	0.0013502	0.338119	0.01
335	0.193348	0.301945	0.00148228	0.0327482	0.574814	0.00135555	0.338935	0.01
336	0.192832	0.301466	0.00149071	0.0328729	0.575697	0.0013609	0.33975	0.01
337	0.192318	0.300986	0.00149916	0.0329974	0.576576	0.00136624	0.340564	0.01
338	0.191805	0.300508	0.00150761	0.0331219	0.577453	0.00137158	0.341377	0.01
339	0.191295	0.30003	0.00151606	0.0332463	0.578325	0.00137692	0.342189	0.01
340	0.190785	0.299552	0.00152452	0.0333706	0.579195	0.00138225	0.343	0.01
341	0.190278	0.299075	0.00153299	0.0334949	0.580061	0.00138758	0.343809	0.01
342	0.189772	0.298599	0.00154146	0.033619	0.580923	0.00139291	0.344618	0.01
343	0.189268	0.298123	0.00154994	0.0337431	0.581783	0.00139824	0.345425	0.01
344	0.188766	0.297648	0.00155842	0.0338671	0.582639	0.00140356	0.346231	0.01
345	0.188265	0.297174	0.00156691	0.033991	0.583492	0.00140888	0.347036	0.01
346	0.187766	0.2967	0.0015754	0.0341148	0.584341	0.0014142	0.34784	0.01
347	0.187269	0.296227	0.0015839	0.0342386	0.585188	0.00141951	0.348643	0.01
348	0.186773	0.295754	0.0015924	0.0343622	0.586031	0.00142482	0.349445	0.01
349	0.186279	0.295282	0.00160091	0.0344858	0.586871	0.00143013	0.350245	0.01
350	0.185787	0.29481	0.00160942	0.0346092	0.587707	0.00143543	0.351045	0.01
351	0.185296	0.29434	0.00161793	0.0347326	0.588541	0.00144073	0.351843	0.01
352	0.184807	0.293869	0.00162645	0.0348559	0.589371	0.00144603	0.35264	0.01
353	0.18432	0.2934	0.00163497	0.0349791	0.590198	0.00145132	0.353436	0.01
354	0.183834	0.292931	0.0016435	0.0351022	0.591021	0.00145661	0.354231	0.01
355	0.18335	0.292462	0.00165203	0.0352252	0.591842	0.0014619	0.355025	0.01
356	0.182867	0.291995	0.00166056	0.0353481	0.592659	0.00146718	0.355818	0.01
357	0.182386	0.291527	0.0016691	0.035471	0.593474	0.00147246	0.35661	0.01
358	0.181907	0.291061	0.00167764	0.0355937	0.594285	0.00147774	0.3574	0.01
359	0.18143	0.290595	0.00168618	0.0357163	0.595093	0.00148301	0.358189	0.01
360	0.180954	0.290129	0.00169473	0.0358389	0.595897	0.00148827	0.358978	0.01
361	0.180479	0.289665	0.00170328	0.0359613	0.596699	0.00149354	0.359765	0.01
362	0.180007	0.2892	0.00171183	0.0360836	0.597498	0.0014988	0.360551	0.01
363	0.179535	0.288737	0.00172038	0.0362059	0.598293	0.00150406	0.361336	0.01
364	0.179066	0.288274	0.00172894	0.036328	0.599086	0.00150931	0.36212	0.01
365	0.178598	0.287812	0.0017375	0.0364501	0.599875	0.00151456	0.362903	0.01
366	0.178131	0.28735	0.00174606	0.036572	0.600661	0.0015198	0.363684	0.01
367	0.177667	0.286889	0.00175462	0.0366938	0.601445	0.00152504	0.364465	0.01
368	0.177203	0.286428	0.00176318	0.0368156	0.602225	0.00153028	0.365244	0.01
369	0.176742	0.285968	0.00177175	0.0369372	0.603002	0.00153551	0.366023	0.01
370	0.176282	0.285509	0.00178031	0.0370587	0.603776	0.00154074	0.3668	0.01
371	0.175823	0.28505	0.00178888	0.0371801	0.604547	0.00154596	0.367576	0.01
372	0.175366	0.284592	0.00179745	0.0373014	0.605315	0.00155118	0.368351	0.01
373	0.174911	0.284135	0.00180602	0.0374226	0.606081	0.0015564	0.369125	0.01
374	0.174457	0.283678	0.00181459	0.0375437	0.606843	0.00156161	0.369898	0.01
375	0.174004	0.283221	0.00182316	0.0376647	0.607602	0.00156681	0.37067	0.01
376	0.173554	0.282766	0.00183174	0.0377856	0.608358	0.00157201	0.371441	0.01
377	0.173104	0.282311	0.00184031	0.0379063	0.609112	0.00157721	0.37221	0.01
378	0.172657	0.281856	0.00184888	0.038027	0.609862	0.00158241	0.372979	0.01
379	0.17221	0.281402	0.00185746	0.0381475	0.610609	0.00158759	0.373746	0.01
380	0.171766	0.280949	0.00186603	0.038268	0.611354	0.00159278	0.374512	0.01
381	0.171323	0.280496	0.0018746	0.0383883	0.612095	0.00159796	0.375277	0.01
382	0.170881	0.280044	0.00188318	0.0385085	0.612834	0.00160313	0.376042	0.01
383	0.170441	0.279593	0.00189175	0.0386286	0.61357	0.0016083	0.376805	0.01
384	0.170002	0.279142	0.00190033	0.0387485	0.614303	0.00161347	0.377566	0.01
385	0.169565	0.278692	0.0019089	0.0388684	0.615033	0.00161863	0.378327	0.01
386	0.169129	0.278242	0.00191747	0.0389882	0.61576	0.00162378	0.379087	0.01
387	0.168695	0.277793	0.00192604	0.0391078	0.616485	0.00162893	0.379846	0.01
388	0.168263	0.277345	0.00193462	0.0392273	0.617206	0.00163408	0.380603	0.01
389	0.167831	0.276897	0.00194319	0.0393467	0.617925	0.00163922	0.38136	0.01
390	0.167402	0.27645	0.00195175	0.039466	0.618641	0.00164436	0.382115	0.01
391	0.166973	0.276004	0.00196032	0.0395851	0.619354	0.00164949	0.382869	0.01
392	0.166547	0.275558	0.00196889	0.0397042	0.620064	0.00165462	0.383623	0.01
393	0.166121	0.275112	0.00197745	0.0398231	0.620772	0.00165974	0.384375	0.01
394	0.165697	0.274668	0.00198602	0.0399419	0.621476	0.00166485	0.385126	0.01
395	0.165275	0.274223	0.00199458	0.0400606	0.622178	0.00166997	0.385876	0.01
396	0.164854	0.27378	0.00200314	0.0401791	0.622877	0.00167507	0.386625	0.01
397	0.164435	0.273337	0.0020117	0.0402975	0.623574	0.00168017	0.387372	0.01
398	0.164016	0.272895	0.00202025	0.0404159	0.624267	0.00168527	0.388119	0.01
399	0.1636	0.272453	0.00202881	0.040534	0.624958	0.00169036	0.388865	0.01
400	0.163185	0.272012	0.00203736	0.0406521	0.625647	0.00169544	0.389609	0.01
401	0.162771	0.271571	0.00204591	0.0407701	0.626332	0.00170052	0.390353	0.01
402	0.162358	0.271131	0.00205446	0.0408879	0.627015	0.0017056	0.391095	0.01
403	0.161948	0.270692	0.002063	0.0410056	0.627695	0.00171067	0.391837	0.01
404	0.161538	0.270254	0.00207155	0.0411231	0.628372	0.00171573	0.392577	0.01
405	0.16113	0.269815	0.00208009	0.0412406	0.629047	0.00172079	0.393316	0.01
406	0.160723	0.269378	0.00208862	0.0413579	0.629719	0.00172584	0.394054	0.01
407	0.160318	0.268941	0.00209716	0.041475	0.630389	0.00173089	0.394791	0.01
408	0.159914	0.268505	0.00210569	0.0415921	0.631056	0.00173593	0.395527	0.01
409	0.159511	0.268069	0.00211421	0.041709	0.63172	0.00174097	0.396262	0.01
410	0.15911	0.267634	0.00212274	0.0418258	0.632381	0.001746	0.396996	0.01
411	0.158711	0.2672	0.00213126	0.0419425	0.63304	0.00175103	0.397729	0.01
412	0.158312	0.266766	0.00213978	0.042059	0.633696	0.00175605	0.398461	0.01
413	0.157915	0.266333	0.00214829	0.0421754	0.63435	0.00176106	0.399191	0.01
414	0.15752	0.2659	0.0021568	0.0422917	0.635001	0.00176607	0.399921	0.01
415	0.157125	0.265468	0.00216531	0.0424079	0.63565	0.00177107	0.400649	0.01
416	0.156732	0.265037	0.00217381	0.0425239	0.636296	0.00177607	0.401377	0.01
417	0.156341	0.264606	0.00218231	0.0426397	0.636939	0.00178106	0.402103	0.01
418	0.155951	0.264176	0.0021908	0.0427555	0.63758	0.00178605	0.402829	0.01
419	0.155562	0.263746	0.00219929	0.0428711	0.638218	0.00179103	0.403553	0.01
420	0.155174	0.263317	0.00220778	0.0429866	0.638854	0.001796	0.404276	0.01
421	0.154788	0.262889	0.00221626	0.0431019	0.639487	0.00180097	0.404998	0.01
422	0.154403	0.262461	0.00222474	0.0432172	0.640118	0.00180593	0.405719	0.01
423	0.15402	0.262034	0.00223321	0.0433322	0.640746	0.00181089	0.40644	0.01
424	0.153638	0.261607	0.00224168	0.0434472	0.641372	0.00181584	0.407159	0.01
425	0.153257	0.261181	0.00225014	0.043562	0.641995	0.00182078	0.407876	0.01
426	0.152877	0.260756	0.0022586	0.0436767	0.642616	0.00182572	0.408593	0.01
427	0.152499	0.260331	0.00226706	0.0437912	0.643234	0.00183066	0.409309	0.01
428	0.152122	0.259907	0.00227551	0.0439056	0.64385	0.00183558	0.410024	0.01
429	0.151747	0.259484	0.00228395	0.0440198	0.644463	0.0018405	0.410738	0.01
430	0.151373	0.259061	0.00229239	0.044134	0.645074	0.00184542	0.41145	0.01
431	0.151	0.258638	0.00230082	0.044248	0.645682	0.00185033	0.412162	0.01
432	0.150628	0.258217	0.00230925	0.0443618	0.646288	0.00185523	0.412873	0.01
433	0.150258	0.257795	0.00231767	0.0444755	0.646892	0.00186012	0.413582	0.01
434	0.149888	0.257375	0.00232609	0.0445891	0.647493	0.00186501	0.414291	0.01
435	0.149521	0.256955	0.0023345	0.0447025	0.648092	0.0018699	0.414998	0.01
436	0.149154	0.256536	0.00234291	0.0448158	0.648688	0.00187478	0.415705	0.01
437	0.148789	0.256117	0.00235131	0.044929	0.649282	0.00187965	0.41641	0.01
438	0.148425	0.255699	0.0023597	0.045042	0.649873	0.00188451	0.417114	0.01
439	0.148062	0.255281	0.00236809	0.0451548	0.650463	0.00188937	0.417818	0.01
440	0.147701	0.254864	0.00237647	0.0452676	0.65105	0.00189422	0.41852	0.01
441	0.147341	0.254448	0.00238485	0.0453801	0.651634	0.00189907	0.419221	0.01
442	0.146982	0.254032	0.00239322	0.0454926	0.652216	0.00190391	0.419921	0.01
443	0.146624	0.253617	0.00240158	0.0456049	0.652796	0.00190874	0.420621	0.01
444	0.146268	0.253203	0.00240994	0.0457171	0.653374	0.00191357	0.421319	0.01
445	0.145912	0.252789	0.00241829	0.0458291	0.653949	0.00191839	0.422016	0.01
446	0.145558	0.252375	0.00242663	0.0459409	0.654522	0.00192321	0.422712	0.01
447	0.145206	0.251963	0.00243497	0.0460527	0.655092	0.00192802	0.423407	0.01
448	0.144854	0.25155	0.0024433	0.0461643	0.65566	0.00193282	0.424101	0.01
449	0.144504	0.251139	0.00245162	0.0462757	0.656226	0.00193761	0.424794	0.01
450	0.144155	0.250728	0.00245994	0.046387	0.65679	0.0019424	0.425486	0.01
451	0.143807	0.250318	0.00246825	0.0464982	0.657351	0.00194718	0.426177	0.01
452	0.143461	0.249908	0.00247656	0.0466092	0.657911	0.00195196	0.426866	0.01
453	0.143115	0.249499	0.00248485	0.04672	0.658467	0.00195673	0.427555	0.01
454	0.142771	0.24909	0.00249314	0.0468307	0.659022	0.00196149	0.428243	0.01
455	0.142428	0.248682	0.00250143	0.0469413	0.659575	0.00196625	0.42893	0.01
456	0.142086	0.248275	0.0025097	0.0470517	0.660125	0.001971	0.429616	0.01
457	0.141746	0.247868	0.00251797	0.047162	0.660673	0.00197574	0.4303	0.01
458	0.141406	0.247462	0.00252623	0.0472722	0.661218	0.00198047	0.430984	0.01
459	0.141068	0.247056	0.00253448	0.0473821	0.661762	0.0019852	0.431667	0.01
460	0.140731	0.246651	0.00254273	0.047492	0.662303	0.00198993	0.432349	0.01
461	0.140395	0.246247	0.00255096	0.0476017	0.662843	0.00199464	0.433029	0.01
462	0.140061	0.245843	0.0025592	0.0477112	0.663379	0.00199935	0.433709	0.01
463	0.139727	0.24544	0.00256742	0.0478206	0.663914	0.00200406	0.434387	0.01
464	0.139395	0.245037	0.00257563	0.0479299	0.664447	0.00200875	0.435065	0.01
465	0.139064	0.244635	0.00258384	0.048039	0.664977	0.00201344	0.435742	0.01
466	0.138734	0.244234	0.00259204	0.0481479	0.665506	0.00201812	0.436417	0.01
467	0.138405	0.243833	0.00260023	0.0482567	0.666032	0.0020228	0.437092	0.01
468	0.138078	0.243432	0.00260841	0.0483654	0.666556	0.00202747	0.437765	0.01
469	0.137751	0.243033	0.00261659	0.0484739	0.667078	0.00203213	0.438438	0.01
470	0.137426	0.242634	0.00262475	0.0485822	0.667598	0.00203678	0.43911	0.01
471	0.137102	0.242235	0.00263291	0.0486905	0.668115	0.00204143	0.43978	0.01
472	0.136779	0.241837	0.00264106	0.0487985	0.668631	0.00204607	0.44045	0.01
473	0.136457	0.24144	0.0026492	0.0489064	0.669144	0.00205071	0.441118	0.01
474	0.136136	0.241043	0.00265734	0.0490142	0.669656	0.00205534	0.441786	0.01
475	0.135816	0.240647	0.00266546	0.0491218	0.670165	0.00205996	0.442452	0.01
476	0.135498	0.240252	0.00267358	0.0492292	0.670672	0.00206457	0.443118	0.01
477	0.13518	0.239857	0.00268169	0.0493365	0.671178	0.00206918	0.443782	0.01
478	0.134864	0.239462	0.00268978	0.0494437	0.671681	0.00207378	0.444446	0.01
479	0.134549	0.239068	0.00269787	0.0495507	0.672182	0.00207837	0.445108	0.01
480	0.134235	0.238675	0.00270596	0.0496575	0.672681	0.00208296	0.44577	0.01
481	0.133922	0.238283	0.00271403	0.0497642	0.673178	0.00208754	0.44643	0.01
482	0.13361	0.237891	0.00272209	0.0498708	0.673673	0.00209211	0.44709	0.01
483	0.133299	0.237499	0.00273015	0.0499772	0.674166	0.00209667	0.447748	0.01
484	0.13299	0.237108	0.00273819	0.0500834	0.674657	0.00210123	0.448406	0.01
485	0.132681	0.236718	0.00274623	0.0501895	0.675146	0.00210578	0.449062	0.01
486	0.132374	0.236328	0.00275426	0.0502955	0.675633	0.00211033	0.449718	0.01
487	0.132067	0.235939	0.00276228	0.0504012	0.676118	0.00211486	0.450373	0.01
488	0.131762	0.235551	0.00277029	0.0505069	0.676601	0.00211939	0.451026	0.01
489	0.131458	0.235163	0.00277829	0.0506124	0.677082	0.00212391	0.451679	0.01
490	0.131155	0.234775	0.00278628	0.0507177	0.677561	0.00212843	0.45233	0.01
491	0.130853	0.234389	0.00279426	0.0508229	0.678038	0.00213294	0.452981	0.01
492	0.130552	0.234003	0.00280223	0.0509279	0.678513	0.00213744	0.453631	0.01
493	0.130252	0.233617	0.00281019	0.0510327	0.678986	0.00214193	0.454279	0.01
494	0.129953	0.233232	0.00281815	0.0511375	0.679457	0.00214642	0.454927	0.01
495	0.129655	0.232847	0.00282609	0.051242	0.679926	0.0021509	0.455574	0.01
496	0.129358	0.232464	0.00283402	0.0513464	0.680394	0.00215537	0.456219	0.01
497	0.129063	0.23208	0.00284195	0.0514507	0.680859	0.00215984	0.456864	0.01
498	0.128768	0.231698	0.00284986	0.0515548	0.681323	0.0021643	0.457508	0.01
499	0.128474	0.231315	0.00285777	0.0516587	0.681784	0.00216875	0.45815	0.01
500	0.128182	0.230934	0.00286566	0.0517625	0.682244	0.00217319	0.458792	0.01
501	0.12789	0.230553	0.00287355	0.0518661	0.682702	0.00217763	0.459433	0.01
502	0.1276	0.230173	0.00288142	0.0519696	0.683158	0.00218206	0.460073	0.01
503	0.12731	0.229793	0.00288929	0.0520729	0.683612	0.00218648	0.460712	0.01
504	0.127022	0.229413	0.00289714	0.0521761	0.684064	0.0021909	0.46135	0.01
505	0.126735	0.229035	0.00290499	0.0522791	0.684514	0.0021953	0.461986	0.01
506	0.126448	0.228657	0.00291282	0.052382	0.684963	0.0021997	0.462622	0.01
507	0.126163	0.228279	0.00292065	0.0524847	0.68541	0.0022041	0.463257	0.01
508	0.125879	0.227902	0.00292846	0.0525872	0.685854	0.00220848	0.463891	0.01
509	0.125595	0.227526	0.00293627	0.0526896	0.686297	0.00221286	0.464524	0.01
510	0.125313	0.22715	0.00294406	0.0527919	0.686738	0.00221723	0.465156	0.01
511	0.125032	0.226775	0.00295185	0.052894	0.687178	0.0022216	0.465788	0.01
512	0.124751	0.2264	0.00295962	0.0529959	0.687615	0.00222595	0.466418	0.01
513	0.124472	0.226026	0.00296739	0.0530977	0.688051	0.0022303	0.467047	0.01
514	0.124194	0.225653	0.00297514	0.0531993	0.688485	0.00223464	0.467675	0.01
515	0.123916	0.22528	0.00298288	0.0533007	0.688917	0.00223898	0.468302	0.01
516	0.12364	0.224907	0.00299061	0.053402	0.689347	0.00224331	0.468929	0.01
517	0.123365	0.224536	0.00299834	0.0535032	0.689776	0.00224763	0.469554	0.01
518	0.12309	0.224164	0.00300605	0.0536042	0.690203	0.00225194	0.470178	0.01
519	0.122817	0.223794	0.00301375	0.053705	0.690627	0.00225624	0.470802	0.01
520	0.122544	0.223424	0.00302144	0.0538057	0.691051	0.00226054	0.471424	0.01
521	0.122273	0.223054	0.00302912	0.0539062	0.691472	0.00226483	0.472046	0.01
522	0.122002	0.222685	0.00303679	0.0540066	0.691892	0.00226912	0.472666	0.01
523	0.121733	0.222317	0.00304445	0.0541068	0.69231	0.00227339	0.473286	0.01
524	0.121464	0.221949	0.00305209	0.0542068	0.692726	0.00227766	0.473904	0.01
525	0.121197	0.221582	0.00305973	0.0543067	0.693141	0.00228192	0.474522	0.01
526	0.12093	0.221215	0.00306736	0.0544065	0.693553	0.00228617	0.475139	0.01
527	0.120665	0.220849	0.00307497	0.0545061	0.693965	0.00229042	0.475755	0.01
528	0.1204	0.220483	0.00308258	0.0546055	0.694374	0.00229466	0.47637	0.01
529	0.120136	0.220118	0.00309017	0.0547048	0.694782	0.00229889	0.476983	0.01
530	0.119873	0.219754	0.00309775	0.0548039	0.695188	0.00230311	0.477596	0.01
531	0.119611	0.21939	0.00310532	0.0549028	0.695592	0.00230733	0.478208	0.01
532	0.11935	0.219027	0.00311288	0.0550016	0.695994	0.00231154	0.47882	0.01
533	0.11909	0.218664	0.00312043	0.0551003	0.696395	0.00231574	0.47943	0.01
534	0.118831	0.218302	0.00312797	0.0551987	0.696795	0.00231993	0.480039	0.01
535	0.118573	0.21794	0.0031355	0.0552971	0.697192	0.00232412	0.480647	0.01
536	0.118316	0.217579	0.00314301	0.0553952	0.697588	0.0023283	0.481254	0.01
537	0.118059	0.217219	0.00315052	0.0554933	0.697982	0.00233247	0.481861	0.01
538	0.117804	0.216859	0.00315801	0.0555911	0.698375	0.00233663	0.482466	0.01
539	0.117549	0.216499	0.00316549	0.0556888	0.698766	0.00234079	0.483071	0.01
540	0.117296	0.216141	0.00317296	0.0557864	0.699155	0.00234494	0.483674	0.01
541	0.117043	0.215782	0.00318042	0.0558837	0.699543	0.00234908	0.484277	0.01
542	0.116791	0.215425	0.00318787	0.055981	0.699929	0.00235321	0.484879	0.01
543	0.116541	0.215068	0.00319531	0.056078	0.700314	0.00235734	0.48548	0.01
544	0.116291	0.214711	0.00320274	0.056175	0.700697	0.00236146	0.486079	0.01
545	0.116042	0.214355	0.00321015	0.0562717	0.701078	0.00236557	0.486678	0.01
546	0.115793	0.214	0.00321755	0.0563683	0.701458	0.00236967	0.487276	0.01
547	0.115546	0.213645	0.00322494	0.0564648	0.701836	0.00237377	0.487873	0.01
548	0.1153	0.21329	0.00323232	0.056561	0.702212	0.00237786	0.48847	0.01
549	0.115054	0.212936	0.00323969	0.0566572	0.702587	0.00238194	0.489065	0.01
550	0.114809	0.212583	0.00324705	0.0567531	0.702961	0.00238601	0.489659	0.01
551	0.114566	0.212231	0.0032544	0.056849	0.703332	0.00239008	0.490252	0.01
552	0.114323	0.211878	0.00326173	0.0569446	0.703703	0.00239414	0.490845	0.01
553	0.114081	0.211527	0.00326905	0.0570401	0.704071	0.00239819	0.491436	0.01
554	0.11384	0.211176	0.00327636	0.0571355	0.704438	0.00240223	0.492027	0.01
555	0.113599	0.210825	0.00328366	0.0572306	0.704804	0.00240627	0.492617	0.01
556	0.11336	0.210475	0.00329095	0.0573257	0.705168	0.0024103	0.493206	0.01
557	0.113122	0.210126	0.00329823	0.0574205	0.705531	0.00241432	0.493793	0.01
558	0.112884	0.209777	0.00330549	0.0575153	0.705892	0.00241833	0.49438	0.01
559	0.112647	0.209429	0.00331274	0.0576098	0.706251	0.00242233	0.494966	0.01
560	0.112411	0.209081	0.00331998	0.0577042	0.706609	0.00242633	0.495552	0.01
561	0.112176	0.208734	0.00332721	0.0577985	0.706966	0.00243032	0.496136	0.01
562	0.111942	0.208387	0.00333443	0.0578925	0.707321	0.00243431	0.496719	0.01
563	0.111708	0.208041	0.00334164	0.0579865	0.707674	0.00243828	0.497302	0.01
564	0.111476	0.207696	0.00334883	0.0580802	0.708026	0.00244225	0.497883	0.01
565	0.111244	0.207351	0.00335601	0.0581739	0.708376	0.00244621	0.498464	0.01
566	0.111013	0.207006	0.00336318	0.0582673	0.708725	0.00245016	0.499043	0.01
567	0.110783	0.206662	0.00337034	0.0583606	0.709073	0.00245411	0.499622	0.01
568	0.110554	0.206319	0.00337749	0.0584538	0.709419	0.00245804	0.5002	0.01
569	0.110325	0.205976	0.00338462	0.0585467	0.709764	0.00246197	0.500777	0.01
570	0.110098	0.205634	0.00339175	0.0586396	0.710107	0.0024659	0.501353	0.01
571	0.109871	0.205292	0.00339886	0.0587322	0.710449	0.00246981	0.501928	0.01
572	0.109645	0.204951	0.00340596	0.0588248	0.710789	0.00247372	0.502502	0.01
573	0.10942	0.20461	0.00341304	0.0589171	0.711128	0.00247762	0.503076	0.01
574	0.109195	0.20427	0.00342012	0.0590093	0.711465	0.00248151	0.503648	0.01
575	0.108972	0.20393	0.00342718	0.0591014	0.711801	0.00248539	0.50422	0.01
576	0.108749	0.203591	0.00343423	0.0591933	0.712136	0.00248927	0.504791	0.01
577	0.108527	0.203253	0.00344127	0.059285	0.712469	0.00249314	0.50536	0.01
578	0.108306	0.202915	0.0034483	0.0593766	0.7128	0.002497	0.505929	0.01
579	0.108086	0.202577	0.00345531	0.059468	0.713131	0.00250085	0.506497	0.01
580	0.107866	0.202241	0.00346231	0.0595593	0.71346	0.0025047	0.507065	0.01
581	0.107648	0.201904	0.00346931	0.0596504	0.713787	0.00250854	0.507631	0.01
582	0.10743	0.201568	0.00347628	0.0597413	0.714113	0.00251237	0.508196	0.01
583	0.107212	0.201233	0.00348325	0.0598321	0.714438	0.00251619	0.508761	0.01
584	0.106996	0.200898	0.00349021	0.0599227	0.714761	0.00252001	0.509324	0.01
585	0.106781	0.200564	0.00349715	0.0600132	0.715083	0.00252382	0.509887	0.01
586	0.106566	0.20023	0.00350408	0.0601036	0.715404	0.00252762	0.510449	0.01
587	0.106352	0.199897	0.003511	0.0601937	0.715723	0.00253141	0.51101	0.01
588	0.106139	0.199565	0.0035179	0.0602837	0.716041	0.0025352	0.51157	0.01
589	0.105926	0.199233	0.0035248	0.0603736	0.716358	0.00253898	0.512129	0.01
590	0.105714	0.198901	0.00353168	0.0604633	0.716673	0.00254275	0.512687	0.01
591	0.105503	0.19857	0.00353855	0.0605529	0.716987	0.00254651	0.513245	0.01
592	0.105293	0.198239	0.0035454	0.0606423	0.717299	0.00255026	0.513801	0.01
593	0.105084	0.197909	0.00355225	0.0607315	0.71761	0.00255401	0.514357	0.01
594	0.104875	0.19758	0.00355908	0.0608206	0.71792	0.00255775	0.514912	0.01
595	0.104667	0.197251	0.0035659	0.0609095	0.718229	0.00256148	0.515466	0.01
596	0.10446	0.196923	0.00357271	0.0609983	0.718536	0.00256521	0.516019	0.01
597	0.104254	0.196595	0.00357951	0.0610869	0.718842	0.00256893	0.516571	0.01
598	0.104048	0.196268	0.00358629	0.0611753	0.719146	0.00257264	0.517122	0.01
599	0.103843	0.195941	0.00359306	0.0612637	0.719449	0.00257634	0.517673	0.01
600	0.103639	0.195614	0.00359982	0.0613518	0.719751	0.00258003	0.518222	0.01
601	0.103436	0.195289	0.00360657	0.0614398	0.720052	0.00258372	0.518771	0.01
602	0.103233	0.194963	0.00361331	0.0615276	0.720352	0.0025874	0.519319	0.01
603	0.103031	0.194639	0.00362003	0.0616153	0.72065	0.00259107	0.519866	0.01
604	0.10283	0.194315	0.00362674	0.0617029	0.720947	0.00259473	0.520412	0.01
605	0.102629	0.193991	0.00363344	0.0617902	0.721242	0.00259839	0.520957	0.01
606	0.10243	0.193668	0.00364012	0.0618775	0.721536	0.00260204	0.521502	0.01
607	0.102231	0.193345	0.0036468	0.0619645	0.721829	0.00260568	0.522045	0.01
608	0.102032	0.193023	0.00365346	0.0620514	0.722121	0.00260932	0.522588	0.01
609	0.101835	0.192701	0.00366011	0.0621382	0.722412	0.00261294	0.52313	0.01
610	0.101638	0.19238	0.00366674	0.0622248	0.722701	0.00261656	0.523671	0.01
611	0.101442	0.19206	0.00367337	0.0623113	0.722989	0.00262017	0.524211	0.01
612	0.101246	0.19174	0.00367998	0.0623976	0.723276	0.00262377	0.52475	0.01
613	0.101052	0.19142	0.00368658	0.0624837	0.723562	0.00262737	0.525289	0.01
614	0.100858	0.191101	0.00369317	0.0625697	0.723846	0.00263096	0.525826	0.01
615	0.100664	0.190783	0.00369974	0.0626555	0.724129	0.00263454	0.526363	0.01
616	0.100472	0.190465	0.0037063	0.0627412	0.724411	0.00263811	0.526899	0.01
617	0.10028	0.190147	0.00371286	0.0628268	0.724692	0.00264168	0.527434	0.01
618	0.100089	0.18983	0.00371939	0.0629121	0.724971	0.00264524	0.527968	0.01
619	0.0998983	0.189514	0.00372592	0.0629974	0.725249	0.00264879	0.528501	0.01
620	0.0997085	0.189198	0.00373243	0.0630824	0.725527	0.00265233	0.529034	0.01
