time	H2	O2	H2O	OH	H	HO2	O	N2
33800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
33900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
34900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
35900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
36900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
37900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
38900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
39900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
40900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
41900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
42900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
43900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
44900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
45900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
46900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
47900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
48900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
49900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
50900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
51900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
52900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
53900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
54900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
55900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
56900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
57900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
58900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
59900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
60900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
61900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
62900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
63900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
64900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
65900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66800	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
66900	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67000	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67100	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67200	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67300	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67400	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67500	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67600	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
67700	0,144528	0,0289987	0,0336436	0,379703	1,2599	0	1,50741	0,01
